Emoji,ASCII Code,Hex Color
🙆🏽‍♀️,128582,#c0a07d
🙆🏾‍♀️,128582,#ad8a66
🙆🏿‍♀️,128582,#8b7a64
💁,128129,#d1b87a
💁🏻,128129,#e4ca9e
💁🏼,128129,#d9bc8d
💁🏽,128129,#caa97b
💁🏾,128129,#ba9769
💁🏿,128129,#9e8a67
💁‍♂️,128129,#d1b87a
💁🏻‍♂️,128129,#ebd2b0
💁🏼‍♂️,128129,#dbbd98
💁🏽‍♂️,128129,#c6a37e
💁🏾‍♂️,128129,#af8964
💁🏿‍♂️,128129,#877661
💁‍♀️,128129,#d1b87a
💁🏻‍♀️,128129,#ebd2b0
💁🏼‍♀️,128129,#dbbd98
💁🏽‍♀️,128129,#c6a37e
💁🏾‍♀️,128129,#af8964
💁🏿‍♀️,128129,#877661
🙋,128587,#d0b572
🙋🏻,128587,#e4c89a
🙋🏼,128587,#d9ba89
🙋🏽,128587,#caa877
🙋🏾,128587,#ba9665
🙋🏿,128587,#9e8963
🙋‍♂️,128587,#d0b572
🙋🏻‍♂️,128587,#efd2a6
🙋🏼‍♂️,128587,#e0be8f
🙋🏽‍♂️,128587,#cca476
🙋🏾‍♂️,128587,#b58b5c
🙋🏿‍♂️,128587,#8f795a
🙋‍♀️,128587,#d0b572
🙋🏻‍♀️,128587,#efd2a6
🙋🏼‍♀️,128587,#e0be8f
🙋🏽‍♀️,128587,#cca476
🙋🏾‍♀️,128587,#b58b5c
🙋🏿‍♀️,128587,#8f795a
🧏,129487,#cdaa54
🧏🏻,129487,#e3c48d
🧏🏼,129487,#d8b57c
🧏🏽,129487,#c9a269
🧏🏾,129487,#b89056
🧏🏿,129487,#9c8255
🧏‍♂️,129487,#cdaa54
🧏🏻‍♂️,129487,#e3c48f
🧏🏼‍♂️,129487,#d7b47c
🧏🏽‍♂️,129487,#c69f68
🧏🏾‍♂️,129487,#b48a53
🧏🏿‍♂️,129487,#947b51
🧏‍♀️,129487,#cdaa54
🧏🏻‍♀️,129487,#e3c48f
🧏🏼‍♀️,129487,#d7b47c
🧏🏽‍♀️,129487,#c69f68
🧏🏾‍♀️,129487,#b48a53
🧏🏿‍♀️,129487,#947b51
🙇,128583,#c3a868
🙇🏻,128583,#dec396
🙇🏼,128583,#d2b485
🙇🏽,128583,#c4a273
🙇🏾,128583,#b38f60
🙇🏿,128583,#97825e
🙇‍♂️,128583,#c3a868
🙇🏻‍♂️,128583,#e6cba5
🙇🏼‍♂️,128583,#d7b88f
🙇🏽‍♂️,128583,#c49f76
🙇🏾‍♂️,128583,#ae875e
🙇🏿‍♂️,128583,#89765b
🙇‍♀️,128583,#c3a868
🙇🏻‍♀️,128583,#e6cba5
🙇🏼‍♀️,128583,#d7b88f
🙇🏽‍♀️,128583,#c49f76
🙇🏾‍♀️,128583,#ae875e
🙇🏿‍♀️,128583,#89765b
🤦,129318,#dbba62
🤦🏻,129318,#e9cb92
🤦🏼,129318,#debd81
🤦🏽,129318,#cfab70
🤦🏾,129318,#bf985d
🤦🏿,129318,#a48c5c
🤦‍♂️,129318,#dbba62
🤦🏻‍♂️,129318,#ecd0a2
🤦🏼‍♂️,129318,#debd8c
🤦🏽‍♂️,129318,#cba575
🤦🏾‍♂️,129318,#b68d5d
🤦🏿‍♂️,129318,#917c5a
🤦‍♀️,129318,#dbba62
🤦🏻‍♀️,129318,#ecd0a2
🤦🏼‍♀️,129318,#debd8c
🤦🏽‍♀️,129318,#cba575
🤦🏾‍♀️,129318,#b68d5d
🤦🏿‍♀️,129318,#917c5a
🤷,129335,#c5b68f
🤷🏻,129335,#e1cbaa
🤷🏼,129335,#d5bb98
🤷🏽,129335,#c5a785
🤷🏾,129335,#b39371
🤷🏿,129335,#95856f
🤷‍♂️,129335,#c5b68f
🤷🏻‍♂️,129335,#e4ccae
🤷🏼‍♂️,129335,#d4b897
🤷🏽‍♂️,129335,#c09e7e
🤷🏾‍♂️,129335,#a98464
🤷🏿‍♂️,129335,#827261
🤷‍♀️,129335,#c5b68f
🤷🏻‍♀️,129335,#e4ccae
🤷🏼‍♀️,129335,#d4b897
🤷🏽‍♀️,129335,#c09e7e
🤷🏾‍♀️,129335,#a98464
🤷🏿‍♀️,129335,#827261
🧑‍⚕️,129489,#e5ba50
🧑🏻‍⚕️,129489,#f1d09a
🧑🏼‍⚕️,129489,#e2be85
🧑🏽‍⚕️,129489,#cfa66e
🧑🏾‍⚕️,129489,#bb8e56
🧑🏿‍⚕️,129489,#977d53
👨‍⚕️,128104,#e7b944
👨🏻‍⚕️,128104,#f1cf96
👨🏼‍⚕️,128104,#e3bd80
👨🏽‍⚕️,128104,#d0a569
👨🏾‍⚕️,128104,#bb8d51
👨🏿‍⚕️,128104,#977d4f
👩‍⚕️,128105,#deb045
👩🏻‍⚕️,128105,#eecb91
👩🏼‍⚕️,128105,#e1bb7e
👩🏽‍⚕️,128105,#cfa468
👩🏾‍⚕️,128105,#bc8f52
👩🏿‍⚕️,128105,#9b7f50
🧑‍🎓,129489,#aa8f4f
🧑🏻‍🎓,129489,#d4b88a
🧑🏼‍🎓,129489,#c9aa7a
🧑🏽‍🎓,129489,#bb9768
🧑🏾‍🎓,129489,#aa8555
🧑🏿‍🎓,129489,#8e7853
👨‍🎓,128104,#ac8f49
👨🏻‍🎓,128104,#d5b887
👨🏼‍🎓,128104,#c9aa76
👨🏽‍🎓,128104,#bb9764
👨🏾‍🎓,128104,#ab8552
👨🏿‍🎓,128104,#8f7750
👩‍🎓,128105,#ad8e49
👩🏻‍🎓,128105,#d4b684
👩🏼‍🎓,128105,#c9a975
👩🏽‍🎓,128105,#bc9764
👩🏾‍🎓,128105,#ac8652
👩🏿‍🎓,128105,#927a51
🧑‍🏫,129489,#d2b675
🧑🏻‍🏫,129489,#e6cb9d
🧑🏼‍🏫,129489,#dbbd8c
🧑🏽‍🏫,129489,#cdab7b
🧑🏾‍🏫,129489,#be9a69
🧑🏿‍🏫,129489,#a38d67
👨‍🏫,128104,#d3b66f
👨🏻‍🏫,128104,#e6cb99
👨🏼‍🏫,128104,#dcbd89
👨🏽‍🏫,128104,#ceab78
👨🏾‍🏫,128104,#be9966
👨🏿‍🏫,128104,#a38d64
👩‍🏫,128105,#d0b16b
👩🏻‍🏫,128105,#e5c896
👩🏼‍🏫,128105,#dbbb86
👩🏽‍🏫,128105,#cdaa76
👩🏾‍🏫,128105,#bf9965
👩🏿‍🏫,128105,#a58e64
🧑‍⚖️,129489,#d9c181
🧑🏻‍⚖️,129489,#eacfa4
🧑🏼‍⚖️,129489,#dec092
🧑🏽‍⚖️,129489,#ceac7f
🧑🏾‍⚖️,129489,#bd996b
🧑🏿‍⚖️,129489,#9f8b69
👨‍⚖️,128104,#dac07a
👨🏻‍⚖️,128104,#eacfa0
👨🏼‍⚖️,128104,#dec08e
👨🏽‍⚖️,128104,#ceac7b
👨🏾‍⚖️,128104,#bd9867
👨🏿‍⚖️,128104,#9f8a65
👩‍⚖️,128105,#d6b973
👩🏻‍⚖️,128105,#e8cb9c
👩🏼‍⚖️,128105,#ddbd8b
👩🏽‍⚖️,128105,#ceab79
👩🏾‍⚖️,128105,#be9867
👩🏿‍⚖️,128105,#a28c65
🧑‍🌾,129489,#dfc26b
🧑🏻‍🌾,129489,#e8d19b
🧑🏼‍🌾,129489,#ddc28a
🧑🏽‍🌾,129489,#cdae77
🧑🏾‍🌾,129489,#bc9b63
🧑🏿‍🌾,129489,#9f8d61
👨‍🌾,128104,#e0c264
👨🏻‍🌾,128104,#e9d097
👨🏼‍🌾,128104,#ddc186
👨🏽‍🌾,128104,#cdad73
👨🏾‍🌾,128104,#bc9a5f
👨🏿‍🌾,128104,#9f8c5d
👩‍🌾,128105,#dbba60
👩🏻‍🌾,128105,#e7cd94
👩🏼‍🌾,128105,#dcbf83
👩🏽‍🌾,128105,#cdac71
👩🏾‍🌾,128105,#bd9a5f
👩🏿‍🌾,128105,#a28d5d
🧑‍🍳,129489,#b79e5e
🧑🏻‍🍳,129489,#d4ba8d
🧑🏼‍🍳,129489,#caac7d
🧑🏽‍🍳,129489,#bc9a6b
🧑🏾‍🍳,129489,#ac8859
🧑🏿‍🍳,129489,#917c58
👨‍🍳,128104,#b99d58
👨🏻‍🍳,128104,#d5b989
👨🏼‍🍳,128104,#caab79
👨🏽‍🍳,128104,#bc9968
👨🏾‍🍳,128104,#ac8856
👨🏿‍🍳,128104,#917b54
👩‍🍳,128105,#b99b56
👩🏻‍🍳,128105,#d4b787
👩🏼‍🍳,128105,#caab78
👩🏽‍🍳,128105,#bd9a67
👩🏾‍🍳,128105,#ae8957
👩🏿‍🍳,128105,#957d55
🧑‍🔧,129489,#d4b56b
🧑🏻‍🔧,129489,#e8cc9e
🧑🏼‍🔧,129489,#dcbc8b
🧑🏽‍🔧,129489,#cba777
🧑🏾‍🔧,129489,#b99262
🧑🏿‍🔧,129489,#998460
👨‍🔧,128104,#d5b562
👨🏻‍🔧,128104,#e9cc9a
👨🏼‍🔧,128104,#dcbc87
👨🏽‍🔧,128104,#cca773
👨🏾‍🔧,128104,#b9925e
👨🏿‍🔧,128104,#9a835c
👩‍🔧,128105,#d1ae5f
👩🏻‍🔧,128105,#e6c996
👩🏼‍🔧,128105,#dbba85
👩🏽‍🔧,128105,#cba672
👩🏾‍🔧,128105,#ba935e
👩🏿‍🔧,128105,#9d855c
🧑‍🏭,129489,#cda76d
🧑🏻‍🏭,129489,#e0c297
🧑🏼‍🏭,129489,#d5b587
🧑🏽‍🏭,129489,#c8a477
🧑🏾‍🏭,129489,#b99366
🧑🏿‍🏭,129489,#9f8764
👨‍🏭,128104,#cea767
👨🏻‍🏭,128104,#e0c293
👨🏼‍🏭,128104,#d6b584
👨🏽‍🏭,128104,#c8a373
👨🏾‍🏭,128104,#b99262
👨🏿‍🏭,128104,#a08661
👩‍🏭,128105,#cca464
👩🏻‍🏭,128105,#dfc090
👩🏼‍🏭,128105,#d5b382
👩🏽‍🏭,128105,#c8a372
👩🏾‍🏭,128105,#ba9362
👩🏿‍🏭,128105,#a28861
🧑‍💼,129489,#b3925a
🧑🏻‍💼,129489,#d3b58b
🧑🏼‍💼,129489,#c9a87b
🧑🏽‍💼,129489,#bb976a
🧑🏾‍💼,129489,#ac8659
🧑🏿‍💼,129489,#927a58
👨‍💼,128104,#b49254
👨🏻‍💼,128104,#d3b587
👨🏼‍💼,128104,#c9a778
👨🏽‍💼,128104,#bc9667
👨🏾‍💼,128104,#ad8556
👨🏿‍💼,128104,#937954
👩‍💼,128105,#b49153
👩🏻‍💼,128105,#d3b385
👩🏼‍💼,128105,#c9a776
👩🏽‍💼,128105,#bc9667
👩🏾‍💼,128105,#ae8757
👩🏿‍💼,128105,#967b55
🧑‍🔬,129489,#c7b276
🧑🏻‍🔬,129489,#e2ca9f
🧑🏼‍🔬,129489,#d7bb8d
🧑🏽‍🔬,129489,#c7a77a
🧑🏾‍🔬,129489,#b69467
🧑🏿‍🔬,129489,#988665
👨‍🔬,128104,#c9b26f
👨🏻‍🔬,128104,#e3c99b
👨🏼‍🔬,128104,#d7ba8a
👨🏽‍🔬,128104,#c8a777
👨🏾‍🔬,128104,#b69363
👨🏿‍🔬,128104,#998561
👩‍🔬,128105,#c7ad6a
👩🏻‍🔬,128105,#e1c697
👩🏼‍🔬,128105,#d6b887
👩🏽‍🔬,128105,#c8a675
👩🏾‍🔬,128105,#b89463
👩🏿‍🔬,128105,#9c8761
🧑‍💻,129489,#978457
🧑🏻‍💻,129489,#c1ab86
🧑🏼‍💻,129489,#b79e77
🧑🏽‍💻,129489,#aa8d67
🧑🏾‍💻,129489,#9c7d56
🧑🏿‍💻,129489,#837155
👨‍💻,128104,#988452
👨🏻‍💻,128104,#c1aa82
👨🏼‍💻,128104,#b79d74
👨🏽‍💻,128104,#aa8d64
👨🏾‍💻,128104,#9c7d53
👨🏿‍💻,128104,#837151
👩‍💻,128105,#9b8551
👩🏻‍💻,128105,#c2a980
👩🏼‍💻,128105,#b89d72
👩🏽‍💻,128105,#ac8e63
👩🏾‍💻,128105,#9e7e54
👩🏿‍💻,128105,#877352
🧑‍🎤,129489,#bfa462
🧑🏻‍🎤,129489,#ddc194
🧑🏼‍🎤,129489,#d1b281
🧑🏽‍🎤,129489,#c19d6e
🧑🏾‍🎤,129489,#af8959
🧑🏿‍🎤,129489,#907b57
👨‍🎤,128104,#c0a35a
👨🏻‍🎤,128104,#ddc190
👨🏼‍🎤,128104,#d1b17d
👨🏽‍🎤,128104,#c19d6a
👨🏾‍🎤,128104,#af8956
👨🏿‍🎤,128104,#917a53
👩‍🎤,128105,#bfa058
👩🏻‍🎤,128105,#dcbe8c
👩🏼‍🎤,128105,#d0b07b
👩🏽‍🎤,128105,#c29d69
👩🏾‍🎤,128105,#b18a56
👩🏿‍🎤,128105,#947d54
🧑‍🎨,129489,#d6af58
🧑🏻‍🎨,129489,#e2c48e
🧑🏼‍🎨,129489,#d7b57d
🧑🏽‍🎨,129489,#c8a36b
🧑🏾‍🎨,129489,#b89159
🧑🏿‍🎨,129489,#9d8457
👨‍🎨,128104,#d7ae52
👨🏻‍🎨,128104,#e2c38a
👨🏼‍🎨,128104,#d7b57a
👨🏽‍🎨,128104,#c9a268
👨🏾‍🎨,128104,#b99056
👨🏿‍🎨,128104,#9d8354
👩‍🎨,128105,#d3aa50
👩🏻‍🎨,128105,#e1c188
👩🏼‍🎨,128105,#d6b378
👩🏽‍🎨,128105,#c9a267
👩🏾‍🎨,128105,#ba9156
👩🏿‍🎨,128105,#a08554
🧑‍✈️,129489,#c1bc8b
🧑🏻‍✈️,129489,#dccca6
🧑🏼‍✈️,129489,#d0be95
🧑🏽‍✈️,129489,#c2aa83
🧑🏾‍✈️,129489,#b19870
🧑🏿‍✈️,129489,#948a6e
👨‍✈️,128104,#c2bb85
👨🏻‍✈️,128104,#dccba2
👨🏼‍✈️,128104,#d1bd91
👨🏽‍✈️,128104,#c2aa7f
👨🏾‍✈️,128104,#b1976c
👨🏿‍✈️,128104,#958a6a
👩‍✈️,128105,#c1b67d
👩🏻‍✈️,128105,#dbc99e
👩🏼‍✈️,128105,#d0bb8e
👩🏽‍✈️,128105,#c2a97d
👩🏾‍✈️,128105,#b3986b
👩🏿‍✈️,128105,#988b6a
🧑‍🚀,129489,#cea462
🧑🏻‍🚀,129489,#e8c390
🧑🏼‍🚀,129489,#ddb47f
🧑🏽‍🚀,129489,#cda16d
🧑🏾‍🚀,129489,#bd8e5a
🧑🏿‍🚀,129489,#a08058
👨‍🚀,128104,#cfa45b
👨🏻‍🚀,128104,#e8c28d
👨🏼‍🚀,128104,#ddb47c
👨🏽‍🚀,128104,#cea069
👨🏾‍🚀,128104,#bd8d56
👨🏿‍🚀,128104,#a08054
👩‍🚀,128105,#cca159
👩🏻‍🚀,128105,#e6c08a
👩🏼‍🚀,128105,#dcb27a
👩🏽‍🚀,128105,#cda068
👩🏾‍🚀,128105,#be8e57
👩🏿‍🚀,128105,#a38255
🧑‍🚒,129489,#d38d5c
🧑🏻‍🚒,129489,#deba93
🧑🏼‍🚒,129489,#d3ac83
🧑🏽‍🚒,129489,#c59b72
🧑🏾‍🚒,129489,#b68960
🧑🏿‍🚒,129489,#9b7d5e
👨‍🚒,128104,#d48d57
👨🏻‍🚒,128104,#deb98f
👨🏼‍🚒,128104,#d3ac7f
👨🏽‍🚒,128104,#c59a6e
👨🏾‍🚒,128104,#b6895d
👨🏿‍🚒,128104,#9b7c5b
👩‍🚒,128105,#d18d55
👩🏻‍🚒,128105,#dcb88c
👩🏼‍🚒,128105,#d3ab7d
👩🏽‍🚒,128105,#c69a6d
👩🏾‍🚒,128105,#b78a5d
👩🏿‍🚒,128105,#9e7e5b
👮,128110,#8a8969
👮🏻,128110,#c5b698
👮🏼,128110,#b9a787
👮🏽,128110,#aa9374
👮🏾,128110,#998060
👮🏿,128110,#7b725e
👮‍♂️,128110,#8a8969
👮🏻‍♂️,128110,#d5c1a2
👮🏼‍♂️,128110,#c6ae8c
👮🏽‍♂️,128110,#b39574
👮🏾‍♂️,128110,#9d7d5b
👮🏿‍♂️,128110,#786b59
👮‍♀️,128110,#8a8969
👮🏻‍♀️,128110,#d5c1a2
👮🏼‍♀️,128110,#c6ae8c
👮🏽‍♀️,128110,#b39574
👮🏾‍♀️,128110,#9d7d5b
👮🏿‍♀️,128110,#786b59
🕵️,128373,#a08f65
🕵🏻,128373,#ccb694
🕵🏼,128373,#c1a883
🕵🏽,128373,#b39571
🕵🏾,128373,#a3835f
🕵🏿,128373,#87765d
🕵️‍♂️,128373,#a08f65
🕵🏻‍♂️,128373,#d9c2a2
🕵🏼‍♂️,128373,#cbb08d
🕵🏽‍♂️,128373,#b89877
🕵🏾‍♂️,128373,#a4815f
🕵🏿‍♂️,128373,#80715d
🕵️‍♀️,128373,#a08f65
🕵🏻‍♀️,128373,#d9c2a2
🕵🏼‍♀️,128373,#cbb08d
🕵🏽‍♀️,128373,#b89877
🕵🏾‍♀️,128373,#a4815f
🕵🏿‍♀️,128373,#80715d
💂,128130,#675845
💂🏻,128130,#b7a18a
💂🏼,128130,#ab9277
💂🏽,128130,#9b7d64
💂🏾,128130,#896a50
💂🏿,128130,#6b5b4e
💂‍♂️,128130,#675845
💂🏻‍♂️,128130,#cab39a
💂🏼‍♂️,128130,#bba083
💂🏽‍♂️,128130,#a8876b
💂🏾‍♂️,128130,#926e53
💂🏿‍♂️,128130,#6d5d50
💂‍♀️,128130,#675845
💂🏻‍♀️,128130,#cab39a
💂🏼‍♀️,128130,#bba083
💂🏽‍♀️,128130,#a8876b
💂🏾‍♀️,128130,#926e53
💂🏿‍♀️,128130,#6d5d50
🥷,129399,#52514c
🥷🏻,129399,#a69887
🥷🏼,129399,#9b8a77
🥷🏽,129399,#8c7765
🥷🏾,129399,#7c6553
🥷🏿,129399,#615851
👷,128119,#d9b95f
👷🏻,128119,#e9cc95
👷🏼,128119,#ddbd83
👷🏽,128119,#cda970
👷🏾,128119,#bc955c
👷🏿,128119,#9e875a
👷‍♂️,128119,#d9b95f
👷🏻‍♂️,128119,#edd1a3
👷🏼‍♂️,128119,#debd8c
👷🏽‍♂️,128119,#caa474
👷🏾‍♂️,128119,#b48b5b
👷🏿‍♂️,128119,#8e7958
👷‍♀️,128119,#d9b95f
👷🏻‍♀️,128119,#edd1a3
👷🏼‍♀️,128119,#debd8c
👷🏽‍♀️,128119,#caa474
👷🏾‍♀️,128119,#b48b5b
👷🏿‍♀️,128119,#8e7958
🫅,129733,#dcb248
🫅🏻,129733,#ebca8d
🫅🏼,129733,#dfba7a
🫅🏽,129733,#cfa566
🫅🏾,129733,#bd9152
🫅🏿,129733,#9e8250
🤴,129332,#debc58
🤴🏻,129332,#ecce93
🤴🏼,129332,#dfbe81
🤴🏽,129332,#cfaa6d
🤴🏾,129332,#be9659
🤴🏿,129332,#9f8757
👸,128120,#d7a940
👸🏻,128120,#e8c484
👸🏼,128120,#dcb573
👸🏽,128120,#cda260
👸🏾,128120,#bc8f4d
👸🏿,128120,#a0814b
👳,128115,#d4bd81
👳🏻,128115,#e6cda1
👳🏼,128115,#dbbe91
👳🏽,128115,#ccac7f
👳🏾,128115,#bc996c
👳🏿,128115,#a08c6b
👳‍♂️,128115,#d4bd81
👳🏻‍♂️,128115,#ead1ab
👳🏼‍♂️,128115,#dcbe95
👳🏽‍♂️,128115,#c9a67e
👳🏾‍♂️,128115,#b48f66
👳🏿‍♂️,128115,#917e64
👳‍♀️,128115,#d4bd81
👳🏻‍♀️,128115,#ead1ab
👳🏼‍♀️,128115,#dcbe95
👳🏽‍♀️,128115,#c9a67e
👳🏾‍♀️,128115,#b48f66
👳🏿‍♀️,128115,#917e64
👲,128114,#c19335
👲🏻,128114,#e0bc84
👲🏼,128114,#d3ac72
👲🏽,128114,#c3985e
👲🏾,128114,#b18349
👲🏿,128114,#927547
🧕,129493,#8b717c
🧕🏻,129493,#c5aaa1
🧕🏼,129493,#b99b8f
🧕🏽,129493,#aa887c
🧕🏾,129493,#997569
🧕🏿,129493,#7c6767
🤵,129333,#c2a356
🤵🏻,129333,#dfc292
🤵🏼,129333,#d3b37f
🤵🏽,129333,#c39f6c
🤵🏾,129333,#b28b58
🤵🏿,129333,#947d56
🤵‍♂️,129333,#c2a356
🤵🏻‍♂️,129333,#e8cba1
🤵🏼‍♂️,129333,#d8b88b
🤵🏽‍♂️,129333,#c49e72
🤵🏾‍♂️,129333,#ae8559
🤵🏿‍♂️,129333,#887356
🤵‍♀️,129333,#c2a356
🤵🏻‍♀️,129333,#e8cba1
🤵🏼‍♀️,129333,#d8b88b
🤵🏽‍♀️,129333,#c49e72
🤵🏾‍♀️,129333,#ae8559
🤵🏿‍♀️,129333,#887356
👰,128112,#d5ba78
👰🏻,128112,#e4c999
👰🏼,128112,#dabd8a
👰🏽,128112,#cdac7a
👰🏾,128112,#bf9c6a
👰🏿,128112,#a69068
👰‍♂️,128112,#d5ba78
👰🏻‍♂️,128112,#eacfa5
👰🏼‍♂️,128112,#dcbd91
👰🏽‍♂️,128112,#caa77b
👰🏾‍♂️,128112,#b79064
👰🏿‍♂️,128112,#958062
👰‍♀️,128112,#d5ba78
👰🏻‍♀️,128112,#eacfa5
👰🏼‍♀️,128112,#dcbd91
👰🏽‍♀️,128112,#caa77b
👰🏾‍♀️,128112,#b79064
👰🏿‍♀️,128112,#958062
🤰,129328,#ba847a
🤰🏻,129328,#deb8a4
🤰🏼,129328,#d1a791
🤰🏽,129328,#c0927c
🤰🏾,129328,#ad7d67
🤰🏿,129328,#8d6e64
🫃,129731,#939c95
🫃🏻,129731,#d1c3b0
🫃🏼,129731,#c3b29c
🫃🏽,129731,#b29c86
🫃🏾,129731,#9e8670
🫃🏿,129731,#7d766e
🫄,129732,#beac84
🫄🏻,129732,#e1c9a9
🫄🏼,129732,#d4b895
🫄🏽,129732,#c2a280
🫄🏾,129732,#af8c69
🫄🏿,129732,#8d7c67
🤱,129329,#b0996c
🤱🏻,129329,#d6bd9a
🤱🏼,129329,#caae88
🤱🏽,129329,#bb9a75
🤱🏾,129329,#aa8762
🤱🏿,129329,#8c7960
👩‍🍼,128105,#dcbe72
👩🏻‍🍼,128105,#eacd9a
👩🏼‍🍼,128105,#dfbf8a
👩🏽‍🍼,128105,#d1ad79
👩🏾‍🍼,128105,#c29c67
👩🏿‍🍼,128105,#a78f66
👨‍🍼,128104,#e1c578
👨🏻‍🍼,128104,#ecd09e
👨🏼‍🍼,128104,#e1c18d
👨🏽‍🍼,128104,#d2ae7b
👨🏾‍🍼,128104,#c19b68
👨🏿‍🍼,128104,#a58e66
🧑‍🍼,129489,#e0c67e
🧑🏻‍🍼,129489,#ecd0a2
🧑🏼‍🍼,129489,#e0c291
🧑🏽‍🍼,129489,#d1af7e
🧑🏾‍🍼,129489,#c19c6c
🧑🏿‍🍼,129489,#a48f6a
👼,128124,#e4c264
👼🏻,128124,#edcf92
👼🏼,128124,#e3c182
👼🏽,128124,#d4ae70
👼🏾,128124,#c49d5e
👼🏿,128124,#a9905c
🎅,127877,#d8b168
🎅🏻,127877,#e7c593
🎅🏼,127877,#dcb883
🎅🏽,127877,#cfa672
🎅🏾,127877,#bf9561
🎅🏿,127877,#a5885f
🤶,129334,#dabb81
🤶🏻,129334,#eacda4
🤶🏼,129334,#debd92
🤶🏽,129334,#cea97f
🤶🏾,129334,#bd966b
🤶🏿,129334,#9f8869
🧑‍🎄,129489,#beaf5c
🧑🏻‍🎄,129489,#dfca95
🧑🏼‍🎄,129489,#d3bb83
🧑🏽‍🎄,129489,#c3a770
🧑🏾‍🎄,129489,#b2935c
🧑🏿‍🎄,129489,#94855a
🦸,129464,#c4875f
🦸🏻,129464,#dfb392
🦸🏼,129464,#d3a581
🦸🏽,129464,#c4926e
🦸🏾,129464,#b47f5c
🦸🏿,129464,#98725a
🦸‍♂️,129464,#c4875f
🦸🏻‍♂️,129464,#e8c1a2
🦸🏼‍♂️,129464,#d9ae8c
🦸🏽‍♂️,129464,#c59574
🦸🏾‍♂️,129464,#b07d5b
🦸🏿‍♂️,129464,#8a6c59
🦸‍♀️,129464,#c4875f
🦸🏻‍♀️,129464,#e8c1a2
🦸🏼‍♀️,129464,#d9ae8c
🦸🏽‍♀️,129464,#c59574
🦸🏾‍♀️,129464,#b07d5b
🦸🏿‍♀️,129464,#8a6c59
🦹,129465,#9d7b5b
🦹🏻,129465,#c6a88a
🦹🏼,129465,#bc9b7b
🦹🏽,129465,#af8a6b
🦹🏾,129465,#a07a5a
🦹🏿,129465,#876e59
🦹‍♂️,129465,#9d7b5b
🦹🏻‍♂️,129465,#d5b79a
🦹🏼‍♂️,129465,#c7a685
🦹🏽‍♂️,129465,#b58f6f
🦹🏾‍♂️,129465,#a27859
🦹🏿‍♂️,129465,#7f6956
🦹‍♀️,129465,#9d7b5b
🦹🏻‍♀️,129465,#d5b79a
🦹🏼‍♀️,129465,#c7a685
🦹🏽‍♀️,129465,#b58f6f
🦹🏾‍♀️,129465,#a27859
🦹🏿‍♀️,129465,#7f6956
🧙,129497,#95875c
🧙🏻,129497,#cbb694
🧙🏼,129497,#bfa682
🧙🏽,129497,#af926e
🧙🏾,129497,#9e7e5b
🧙🏿,129497,#807059
🧙‍♂️,129497,#95875c
🧙🏻‍♂️,129497,#dcc2a4
🧙🏼‍♂️,129497,#ccae8c
🧙🏽‍♂️,129497,#b79473
🧙🏾‍♂️,129497,#a07a59
🧙🏿‍♂️,129497,#796756
